ID	Действие	Старый URL	Итоговый URL	Файл в репозитории	Canonical URL	Индексируемость	Статус публикации
240	NEW		/web-studiya/dizayn/ust-kamenogorsk	site_mirror/web-studiya/dizayn/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/dizayn/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
241	NEW		/seo-prodvizhenie-sajtov-v-ust-kamenogorske	site_mirror/seo-prodvizhenie-sajtov-v-ust-kamenogorske/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-ust-kamenogorske	index, follow после QA уникальности	Запланирована (региональное расширение)
242	NEW		/web-studiya/aeo-geo-prodvizhenie/ust-kamenogorsk	site_mirror/web-studiya/aeo-geo-prodvizhenie/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
243	NEW		/web-studiya/kontekstnaya-reklama/ust-kamenogorsk	site_mirror/web-studiya/kontekstnaya-reklama/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
244	NEW		/web-studiya/lidogeneratsiya/ust-kamenogorsk	site_mirror/web-studiya/lidogeneratsiya/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
245	NEW		/web-studiya/podderzhka-saytov/ust-kamenogorsk	site_mirror/web-studiya/podderzhka-saytov/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
246	NEW		/web-studiya/digital-konsalting/ust-kamenogorsk	site_mirror/web-studiya/digital-konsalting/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
247	REDIRECT	/samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-astane-2025-	/sozdanie-saitov-v-astane			нет, 301	GSC/sitemap
248	REDIRECT	/seo-prodvizhenie-sajtov-v-kazakhstane-klyuchevye-strategii-dlya-uspekha	/strategii-prodvizheniya-sajtov-v-kazakhstane			нет, 301	GSC/sitemap
249	REDIRECT	/seo-prodvizhenie-sajtov-v-kazakhstane-aktualnye-trendy-i-strategii-2024-goda	/strategii-prodvizheniya-sajtov-v-kazakhstane			нет, 301	GSC/sitemap
250	REDIRECT	/prodvizhenie-sajtov-v-kazakhstane-ehffektivnye-strategii-dlya-vashego-biznesa	/strategii-prodvizheniya-sajtov-v-kazakhstane			нет, 301	GSC/sitemap
251	REDIRECT	/seo-prodvizhenie-sajtov-v-kazakhstane-zakazat-u-raskrutov	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
252	REDIRECT	/seo-optimizaciya-i-prodvizhenie-sajtov-po-kazakhstanu-raskrutov	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
253	REDIRECT	/seo-prodvizhenie-v-almaty-kak-uluchshit-polzovatelskij-opyt-na-sajte	/seo-prodvizhenie-v-almaty-polnyj-gid-dlya-biznesa			нет, 301	GSC/sitemap
254	REDIRECT	/prodvizhenie-sajtov-v-almaty-lokalnye-metody-dlya-uvelicheniya-trafika	/seo-prodvizhenie-v-almaty-polnyj-gid-dlya-biznesa			нет, 301	GSC/sitemap
255	REDIRECT	/preimuschestva-kompanii	/o-kompanii			нет, 301	GSC/sitemap
256	REDIRECT	/web-studiya/sozdanie-saitov	/sozdanie-saitov			нет, 301	GSC/sitemap
257	REDIRECT	/usloviya-sotrudnichestva	/partneram			нет, 301	GSC/sitemap
258	REDIRECT	/contextnaya-reklama-google-i-yandex	/web-studiya/kontekstnaya-reklama			нет, 301	GSC/sitemap
259	REDIRECT	/sozdanie-saitov-v-Penropavlovske	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
260	REDIRECT	/sozdanie-sajtov-v-kazakhstane-kak-vybrat-podryadchika-dlya-vashego-proekta	/sozdanie-saitov			нет, 301	GSC/sitemap
261	REDIRECT	/sozdanie-sajtov-v-astane-pochemu-ehto-vazhno-dlya-vashego-biznesa	/sozdanie-saitov-v-astane			нет, 301	GSC/sitemap
262	REDIRECT	/kejsy	/keysy			нет, 301	GSC/sitemap
263	REDIRECT	/samyi-svezhiy-blog-o-sozdanii-i-prodvizhenii-saytov-v-petropavlovske-2025	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
264	REDIRECT	/prodvizhenie-sajtov-v-astane-kak-optimizirovat-kontent-dlya-poiskovykh-sistem	/seo-prodvizhenie-sajtov-v-astane			нет, 301	GSC/sitemap
265	REDIRECT	/partnership	/partneram			нет, 301	GSC/sitemap
266	REDIRECT	/zakazat-sozdanie-sajtov-v-kazakhstane-veb-studiya-raskrutov	/sozdanie-saitov			нет, 301	GSC/sitemap
267	REDIRECT	/sozdanie-sajtov-v-kazakhstane-pochemu-adaptivnyj-dizajn-ehto-neobkhodimost	/sozdanie-saitov			нет, 301	GSC/sitemap
268	REDIRECT	/ehffektivnoe-seo-prodvizhenie-sajtov-v-petropavlovske-raskrutov	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
269	REDIRECT	/kontakty	/kontakti			нет, 301	GSC/sitemap
270	REDIRECT	/kak-seo-prodvizhenie-pomogaet-uvelichit-trafik-na-sajt	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
271	REDIRECT	/prodvizhenie-korporativnykh-sajtov-v-kazakhstane-raskrutov	/web-studiya/sozdanie-saitov/korporativnyy-sayt			нет, 301	GSC/sitemap
272	REDIRECT	/razrabotka-sajtov-v-kazakhstane-zakazat-sajt-v-raskrutov	/sozdanie-saitov			нет, 301	GSC/sitemap
273	REDIRECT	/prodvizhenie-sajtov-v-gorodakh-kazakhstana-zakazat-v-raskrutov	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
274	REDIRECT	/sozdanie-sajtov-dlya-malogo-biznesa-v-petropavlovske-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
275	REDIRECT	/zakazat-sajt-dlya-biznesa-v-petropavlovske-studiya-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
276	REDIRECT	/-sozdanie-sajtov-v-petropavlovske-zakazat-sajt-v-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
277	REDIRECT	/prodvizhenie-sajtov-v-petropavlovske-kak-ispolzovat-socialnye-seti-dlya-uvelicheniya-trafika	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
278	REDIRECT	/kupit-gotovyj-sajt-v-petropavlovske-veb-studiya-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
279	REDIRECT	/sozdanie-sajtov-pod-klyuch-v-petropavlovske-studiya-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
280	REDIRECT	/sozdanie-sajtov-v-almaty-kak-vybrat-podkhodyashchuyu-cms-dlya-vashego-proekta	/sozdanie-sajtov-v-kazakhstane-kak-vybrat-podkhodyashchuyu-platformu			нет, 301	GSC/sitemap
281	REDIRECT	/prodvizhenie-sajtov-v-petropavlovske-i-sko-zakazat-v-raskrutov	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
282	REDIRECT	/sozdanie-sajtov-v-almaty-osobennosti-i-preimushchestva	/sozdanie-saitov-v-almaty			нет, 301	GSC/sitemap
283	REDIRECT	/veb-studiya-v-petropavlovske-zakazat-sajt-v-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
284	REDIRECT	/obsluzhivanie-sajtov-v-kazakhstane-zakazat-v-studii-raskrutov	/web-studiya/podderzhka-saytov			нет, 301	GSC/sitemap
285	REDIRECT	/razrabotka-korporativnykh-sajtov-v-kazakhstane-raskrutov	/web-studiya/sozdanie-saitov/korporativnyy-sayt			нет, 301	GSC/sitemap
286	REDIRECT	/sozdanie-sajtov-v-kazakhstane-kak-obespechit-bezopasnost-i-zashchitu-dannykh	/sozdanie-saitov			нет, 301	GSC/sitemap
287	REDIRECT	/zakazat-sajt-dlya-prodvizheniya-biznesa-v-kazakhstane-raskrutov	/sozdanie-saitov			нет, 301	GSC/sitemap
288	REDIRECT	/zakazat-sozdanie-internet-magazina-v-petropavlovske-raskrutov	/web-studiya/sozdanie-saitov/internet-magazin			нет, 301	GSC/sitemap
289	REDIRECT	/Kak-Raskrutov-pomagaet-vashemu-biznesu-cherez-sozdanie-saitov	/sozdanie-saitov			нет, 301	GSC/sitemap
290	REDIRECT	/prodvizhenie-sajta-v-google-i-yandeks-v-petropavlovske-raskrutov	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
291	REDIRECT	/razrabotka-i-prodvizhenie-sajtov-v-sko-zakazat-v-raskrutov	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
292	REDIRECT	/razrabotka-lendingov-v-petropavlovske-zakazat-v-raskrutov	/web-studiya/sozdanie-saitov/landing			нет, 301	GSC/sitemap
293	REDIRECT	/sozdanie-sajtov-v-petropavlovske-kupit-sajt-v-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
294	REDIRECT	/SEO-optimizaciya-s-Raskrutov-Vash-sait-na-vershine-poiskovyh-sistem	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
295	REDIRECT	/kupit-nedorogoj-sajt-v-petropavlovske-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
296	REDIRECT	/prodvizhenie-sajtov-v-petropavlovske-kak-uluchshit-vidimost-v-poiskovykh-sistemakh	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
297	REDIRECT	/prodvizhenie-sajtov-v-petropavlovske-kak-vyvesti-sajt-v-top	/seo-prodvizhenie-sajtov-v-petropavlovske			нет, 301	GSC/sitemap
298	REDIRECT	/professionalnoe-sozdanie-i-obsluzhivanie-sajtov-v-kazakhstane	/web-studiya/podderzhka-saytov			нет, 301	GSC/sitemap
299	REDIRECT	/sozdanie-i-raskrutka-internet-magazinov-v-kazakhstane-raskrutov	/web-studiya/sozdanie-saitov/internet-magazin			нет, 301	GSC/sitemap
300	REDIRECT	/sozdanie-sajtov-dlya-uslug-v-petropavlovske-veb-studiya-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
301	REDIRECT	/sozdanie-sajtov-v-astane-tendencii-i-innovacii-2024-goda	/sozdanie-saitov-v-astane			нет, 301	GSC/sitemap
302	REDIRECT	/sozdanie-sajtov-v-kazakhstane-s-garantiej-prodvizheniya-raskrutov	/sozdanie-saitov			нет, 301	GSC/sitemap
303	REDIRECT	/sozdanie-sajtov-v-kazakhstane-sovremennye-tendencii-i-luchshie-praktiki	/sozdanie-saitov			нет, 301	GSC/sitemap
304	REDIRECT	/sozdanie-sajtov-v-petropavlovske-zakazat-sajt-v-raskrutov	/sozdanie-saitov-v-Petropavlovske			нет, 301	GSC/sitemap
305	REDIRECT	/zakazat-sajt-vizitku-v-petropavlovske-studiya-raskrutov	/web-studiya/sozdanie-saitov/sayt-vizitka			нет, 301	GSC/sitemap
306	REDIRECT	/o-kompanii/o-nas	/about-us			нет, 301	GSC/sitemap
307	REDIRECT	/web-studiya/seo-prodvizhenie	/seo-prodvizhenie-sajtov			нет, 301	GSC/sitemap
308	MERGE	/faq/aeo	/web-studiya/aeo-geo-prodvizhenie			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
309	MERGE	/faq/akademiya	/akademiya			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
310	MERGE	/faq/crm	/crm			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
311	MERGE	/faq/partnerstvo	/partneram			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
312	MERGE	/faq/sayty	/sozdanie-saitov			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
313	MERGE	/faq/seo	/seo-prodvizhenie-sajtov			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
314	MERGE	/web-studiya/sozdanie-saitov/crm-sistemy	/crm/vnedrenie-crm			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
315	MERGE	/web-studiya/sozdanie-saitov/obsluzhivanie-saytov	/web-studiya/podderzhka-saytov			не создавать отдельный URL	Старая SEO-карта (не опубликовано)
316	NOINDEX	/targetnaya-reklama-instagram	/targetnaya-reklama-instagram	site_mirror/targetnaya-reklama-instagram/index.html	https://raskrutov.kz/targetnaya-reklama-instagram	noindex, follow	GSC/sitemap
317	NOINDEX	/uslugi-po-sozdaniyu-i-prodvizheniyu-sajtov-v-kazakhstane-ot-kompanii-raskrutov	/uslugi-po-sozdaniyu-i-prodvizheniyu-sajtov-v-kazakhstane-ot-kompanii-raskrutov	site_mirror/uslugi-po-sozdaniyu-i-prodvizheniyu-sajtov-v-kazakhstane-ot-kompanii-raskrutov/index.html	https://raskrutov.kz/uslugi-po-sozdaniyu-i-prodvizheniyu-sajtov-v-kazakhstane-ot-kompanii-raskrutov	noindex, follow	GSC/sitemap
318	NOINDEX	/targetnaya-reklama	/targetnaya-reklama	site_mirror/targetnaya-reklama/index.html	https://raskrutov.kz/targetnaya-reklama	noindex, follow	GSC/sitemap
319	NOINDEX	/videoroliki-dlya-biznesa	/videoroliki-dlya-biznesa	site_mirror/videoroliki-dlya-biznesa/index.html	https://raskrutov.kz/videoroliki-dlya-biznesa	noindex, follow	GSC/sitemap
320	NOINDEX	/uslugi-instagram	/uslugi-instagram	site_mirror/uslugi-instagram/index.html	https://raskrutov.kz/uslugi-instagram	noindex, follow	GSC/sitemap
321	NOINDEX	/preimushchestva-sozdaniya-sajtov-v-kazakhstane	/preimushchestva-sozdaniya-sajtov-v-kazakhstane	site_mirror/preimushchestva-sozdaniya-sajtov-v-kazakhstane/index.html	https://raskrutov.kz/preimushchestva-sozdaniya-sajtov-v-kazakhstane	noindex, follow	GSC/sitemap
322	NOINDEX	/vebinarnie-meropriyatiya	/vebinarnie-meropriyatiya	site_mirror/vebinarnie-meropriyatiya/index.html	https://raskrutov.kz/vebinarnie-meropriyatiya	noindex, follow	GSC/sitemap
323	NOINDEX	/kak-vybrat-kompaniyu-dlya-sozdaniya-i-prodvizheniya-sajta	/kak-vybrat-kompaniyu-dlya-sozdaniya-i-prodvizheniya-sajta	site_mirror/kak-vybrat-kompaniyu-dlya-sozdaniya-i-prodvizheniya-sajta/index.html	https://raskrutov.kz/kak-vybrat-kompaniyu-dlya-sozdaniya-i-prodvizheniya-sajta	noindex, follow	GSC/sitemap
324	NOINDEX	/Preimushestva-sozdaniya-saitov-s-Raskrutov	/Preimushestva-sozdaniya-saitov-s-Raskrutov	site_mirror/Preimushestva-sozdaniya-saitov-s-Raskrutov/index.html	https://raskrutov.kz/Preimushestva-sozdaniya-saitov-s-Raskrutov	noindex, follow	GSC/sitemap
325	NOINDEX	/Sozdaite-uspeshnyi-sait-s-Raskrutov-Put-k-uvelicheniyu-prodazh	/Sozdaite-uspeshnyi-sait-s-Raskrutov-Put-k-uvelicheniyu-prodazh	site_mirror/Sozdaite-uspeshnyi-sait-s-Raskrutov-Put-k-uvelicheniyu-prodazh/index.html	https://raskrutov.kz/Sozdaite-uspeshnyi-sait-s-Raskrutov-Put-k-uvelicheniyu-prodazh	noindex, follow	GSC/sitemap
326	REMOVE	/arenda-kvartir-v-petropavlovske				нет; удалить/410 после проверки	GSC/sitemap
327	REMOVE	/page74				нет; удалить/410 после проверки	GSC/sitemap
328	REMOVE	/optovye-postavki-svarochnykh-materialov				нет; удалить/410 после проверки	GSC/sitemap
329	REMOVE	/soundtrack				нет; удалить/410 после проверки	GSC/sitemap
330	REMOVE	/page84				нет; удалить/410 после проверки	GSC/sitemap
